resource_id,name,state_name,district_name,district_key,resource_type,source_dataset,observation_year,temperature,dissolved_oxygen,ph,tds,turbidity,ecoli,nitrate,arsenic,fluoride,quality_status,latitude,longitude,water_quality_score
13986,Village_13986,Rajasthan,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.87,623.0,1.36,,,0.079,2.92,unsafe,,,70.0
13987,Village_13987,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.47,980.0,2.97,,,0.076,2.91,unsafe,,,70.0
13988,Village_13988,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.26,1411.0,3.36,,,0.02,1.59,unsafe,,,70.0
13989,Village_13989,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.15,788.0,3.11,,,0.045,1.25,unsafe,,,75.0
13990,Village_13990,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.24,897.0,1.09,,,0.085,2.14,unsafe,,,70.0
13991,Village_13991,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.93,1479.0,3.92,,,0.031,1.7,unsafe,,,70.0
13992,Village_13992,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.82,1008.0,4.75,,,0.082,0.82,unsafe,,,60.0
13993,Village_13993,Maharashtra,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.5,814.0,2.84,,,0.041,2.85,unsafe,,,70.0
13994,Village_13994,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.74,1330.0,3.6,,,0.091,1.04,unsafe,,,75.0
13995,Village_13995,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.95,649.0,3.7,,,0.001,0.79,unsafe,,,85.0
13996,Village_13996,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.91,543.0,1.87,,,0.016,2.35,unsafe,,,70.0
13997,Village_13997,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.45,379.0,2.31,,,0.058,2.73,unsafe,,,85.0
13998,Village_13998,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.73,773.0,1.38,,,0.016,1.28,unsafe,,,75.0
13999,Village_13999,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.3,1097.0,2.91,,,0.005,0.84,unsafe,,,85.0
14000,Village_14000,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.43,638.0,4.7,,,0.037,2.67,unsafe,,,55.0
14001,Village_14001,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.2,572.0,3.54,,,0.011,2.43,unsafe,,,70.0
14002,Village_14002,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.67,1288.0,1.24,,,0.065,2.24,unsafe,,,70.0
14003,Village_14003,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.86,575.0,1.22,,,0.066,1.14,unsafe,,,75.0
14004,Village_14004,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.9,497.0,2.33,,,0.083,2.71,unsafe,,,85.0
14005,Village_14005,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.79,833.0,2.17,,,0.082,1.85,unsafe,,,70.0
14006,Village_14006,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.52,707.0,4.75,,,0.057,2.56,unsafe,,,55.0
14007,Village_14007,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.35,986.0,4.11,,,0.08,1.96,unsafe,,,55.0
14008,Village_14008,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.19,1202.0,3.93,,,0.042,1.65,unsafe,,,70.0
14009,Village_14009,Uttar Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.51,862.0,2.56,,,0.009,2.49,unsafe,,,80.0
14010,Village_14010,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.0,627.0,3.98,,,0.049,1.49,unsafe,,,75.0
14011,Village_14011,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.67,1462.0,3.26,,,0.04,2.72,unsafe,,,70.0
14012,Village_14012,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.29,1195.0,2.25,,,0.003,1.51,unsafe,,,80.0
14013,Village_14013,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.58,513.0,4.33,,,0.094,0.7,unsafe,,,60.0
14014,Village_14014,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.02,1070.0,1.93,,,0.004,2.87,unsafe,,,80.0
14015,Village_14015,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.14,1260.0,4.35,,,0.017,0.81,unsafe,,,60.0
14016,Village_14016,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.19,822.0,1.01,,,0.01,2.67,unsafe,,,80.0
14017,Village_14017,Gujarat,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.05,639.0,3.68,,,0.023,0.85,unsafe,,,75.0
14018,Village_14018,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.78,338.0,2.64,,,0.019,0.91,unsafe,,,90.0
14019,Village_14019,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.0,1001.0,3.6,,,0.054,0.66,unsafe,,,75.0
14020,Village_14020,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.36,802.0,3.22,,,0.061,1.68,unsafe,,,70.0
14021,Village_14021,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.3,1000.0,1.49,,,0.065,0.42,unsafe,,,75.0
14022,Village_14022,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.58,697.0,2.05,,,0.01,1.34,unsafe,,,85.0
14023,Village_14023,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.43,1392.0,4.91,,,0.006,0.58,unsafe,,,70.0
14024,Village_14024,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.87,695.0,1.87,,,0.078,2.51,unsafe,,,70.0
14025,Village_14025,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.06,944.0,1.04,,,0.069,2.97,unsafe,,,70.0
14026,Village_14026,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.35,893.0,3.08,,,0.004,0.51,unsafe,,,85.0
14027,Village_14027,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.61,1373.0,3.81,,,0.064,1.13,unsafe,,,75.0
14028,Village_14028,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.21,592.0,4.28,,,0.001,2.29,unsafe,,,65.0
14029,Village_14029,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.1,794.0,1.4,,,0.003,1.81,unsafe,,,80.0
14030,Village_14030,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.96,271.0,1.1,,,0.056,2.35,unsafe,,,85.0
14031,Village_14031,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.68,716.0,1.33,,,0.022,2.39,unsafe,,,70.0
14032,Village_14032,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.98,382.0,2.05,,,0.051,0.23,unsafe,,,90.0
14033,Village_14033,Maharashtra,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.79,1041.0,3.12,,,0.024,0.53,unsafe,,,75.0
14034,Village_14034,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.96,503.0,4.46,,,0.055,1.53,unsafe,,,55.0
14035,Village_14035,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.16,233.0,1.61,,,0.044,2.75,unsafe,,,85.0
14036,Village_14036,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.74,765.0,4.44,,,0.055,1.56,unsafe,,,55.0
14037,Village_14037,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.59,1389.0,3.86,,,0.041,0.3,unsafe,,,75.0
14038,Village_14038,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.85,289.0,1.27,,,0.05,2.99,unsafe,,,85.0
14039,Village_14039,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.84,1167.0,2.31,,,0.078,1.62,unsafe,,,70.0
14040,Village_14040,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.63,628.0,2.17,,,0.036,2.72,unsafe,,,70.0
14041,Village_14041,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.86,759.0,3.18,,,0.031,0.72,unsafe,,,75.0
14042,Village_14042,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.74,453.0,4.3,,,0.078,1.68,unsafe,,,70.0
14043,Village_14043,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.51,1138.0,4.53,,,0.005,2.02,unsafe,,,65.0
14044,Village_14044,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.31,1313.0,1.36,,,0.004,1.77,unsafe,,,80.0
14045,Village_14045,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.6,232.0,4.63,,,0.097,2.88,unsafe,,,70.0
14046,Village_14046,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.19,986.0,1.23,,,0.098,0.39,unsafe,,,75.0
14047,Village_14047,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.13,1356.0,2.91,,,0.1,2.53,unsafe,,,70.0
14048,Village_14048,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.71,854.0,2.01,,,0.08,2.86,unsafe,,,70.0
14049,Village_14049,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.26,234.0,1.54,,,0.003,2.44,unsafe,,,95.0
14050,Village_14050,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.02,265.0,1.61,,,0.005,2.07,unsafe,,,95.0
14051,Village_14051,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.29,1408.0,1.06,,,0.015,0.85,unsafe,,,75.0
14052,Village_14052,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.4,454.0,1.88,,,0.047,1.16,unsafe,,,90.0
14053,Village_14053,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.79,404.0,2.59,,,0.072,1.83,unsafe,,,85.0
14054,Village_14054,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.32,726.0,1.11,,,0.099,1.9,unsafe,,,70.0
14055,Village_14055,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.31,663.0,1.89,,,0.057,1.01,unsafe,,,75.0
14056,Village_14056,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.03,398.0,2.35,,,0.062,2.82,unsafe,,,85.0
14057,Village_14057,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.02,1477.0,3.3,,,0.051,0.77,unsafe,,,75.0
14058,Village_14058,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.28,1037.0,3.08,,,0.098,1.4,unsafe,,,75.0
14059,Village_14059,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.19,1227.0,1.68,,,0.005,2.31,unsafe,,,80.0
14060,Village_14060,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.54,1494.0,3.71,,,0.057,1.98,unsafe,,,70.0
14061,Village_14061,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.04,1265.0,1.28,,,0.0,1.19,unsafe,,,85.0
14062,Village_14062,Bihar,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.64,760.0,3.79,,,0.025,0.24,unsafe,,,75.0
14063,Village_14063,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.14,1389.0,1.33,,,0.054,1.26,unsafe,,,75.0
14064,Village_14064,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.82,1399.0,3.9,,,0.001,0.47,unsafe,,,85.0
14065,Village_14065,Maharashtra,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.53,1279.0,1.89,,,0.003,1.97,unsafe,,,80.0
14066,Village_14066,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.02,1306.0,2.93,,,0.042,1.22,unsafe,,,75.0
14067,Village_14067,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.83,640.0,4.68,,,0.012,1.54,unsafe,,,55.0
14068,Village_14068,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.33,1079.0,1.93,,,0.059,2.22,unsafe,,,70.0
14069,Village_14069,Gujarat,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.52,1438.0,3.13,,,0.064,2.84,unsafe,,,70.0
14070,Village_14070,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.6,302.0,1.9,,,0.091,0.29,unsafe,,,90.0
14071,Village_14071,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.56,494.0,4.16,,,0.037,2.58,unsafe,,,70.0
14072,Village_14072,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.98,1298.0,3.58,,,0.003,1.85,unsafe,,,80.0
14073,Village_14073,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.11,758.0,4.08,,,0.038,0.31,unsafe,,,60.0
14074,Village_14074,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.76,1159.0,2.7,,,0.078,2.78,unsafe,,,70.0
14075,Village_14075,Maharashtra,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.56,1409.0,3.4,,,0.044,2.77,unsafe,,,70.0
14076,Village_14076,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.6,1240.0,3.77,,,0.075,0.72,unsafe,,,75.0
14077,Village_14077,West Bengal,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.07,457.0,2.57,,,0.086,0.87,unsafe,,,90.0
14078,Village_14078,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.61,1143.0,2.39,,,0.037,0.75,unsafe,,,75.0
14079,Village_14079,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.06,694.0,1.43,,,0.095,2.02,unsafe,,,70.0
14080,Village_14080,Maharashtra,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.61,760.0,4.33,,,0.069,2.27,unsafe,,,55.0
14081,Village_14081,Maharashtra,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.25,500.0,4.83,,,0.023,1.43,unsafe,,,75.0
14082,Village_14082,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.37,269.0,3.49,,,0.041,2.11,unsafe,,,85.0
14083,Village_14083,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.06,1123.0,3.76,,,0.026,0.91,unsafe,,,75.0
14084,Village_14084,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,6.58,312.0,5.0,,,0.024,0.32,unsafe,,,75.0
14085,Village_14085,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.71,319.0,2.14,,,0.084,0.39,unsafe,,,90.0
14086,Village_14086,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.97,892.0,2.67,,,0.015,0.9,unsafe,,,75.0
14087,Village_14087,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.7,707.0,1.34,,,0.045,0.78,unsafe,,,75.0
14088,Village_14088,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.29,1048.0,4.38,,,0.037,0.7,unsafe,,,60.0
14089,Village_14089,Gujarat,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.41,1307.0,2.98,,,0.093,1.63,unsafe,,,70.0
14090,Village_14090,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.37,943.0,2.24,,,0.082,0.29,unsafe,,,75.0
14091,Village_14091,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.88,594.0,4.01,,,0.023,0.22,unsafe,,,60.0
14092,Village_14092,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.75,1389.0,2.34,,,0.075,2.76,unsafe,,,70.0
14093,Village_14093,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.04,720.0,2.09,,,0.084,1.52,unsafe,,,70.0
14094,Village_14094,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.08,237.0,2.2,,,0.024,2.28,unsafe,,,85.0
14095,Village_14095,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.37,761.0,2.97,,,0.041,2.72,unsafe,,,70.0
14096,Village_14096,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.51,1295.0,1.81,,,0.044,1.7,unsafe,,,70.0
14097,Village_14097,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.84,1177.0,1.55,,,0.003,0.85,unsafe,,,85.0
14098,Village_14098,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.19,290.0,1.14,,,0.087,2.2,unsafe,,,85.0
14099,Village_14099,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.71,208.0,3.64,,,0.041,1.79,unsafe,,,85.0
14100,Village_14100,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.62,1485.0,2.86,,,0.0,1.07,unsafe,,,85.0
14101,Village_14101,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.29,757.0,1.06,,,0.1,1.54,unsafe,,,70.0
14102,Village_14102,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.09,1414.0,4.12,,,0.001,0.66,unsafe,,,70.0
14103,Village_14103,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.41,890.0,1.26,,,0.052,1.29,unsafe,,,75.0
14104,Village_14104,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.06,1186.0,1.51,,,0.068,1.33,unsafe,,,75.0
14105,Village_14105,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.45,530.0,1.24,,,0.037,0.43,unsafe,,,75.0
14106,Village_14106,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.29,1247.0,1.61,,,0.054,0.5,unsafe,,,75.0
14107,Village_14107,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.85,1236.0,3.41,,,0.036,0.45,unsafe,,,75.0
14108,Village_14108,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.73,1311.0,3.13,,,0.029,2.53,unsafe,,,70.0
14109,Village_14109,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.25,264.0,3.03,,,0.066,1.69,unsafe,,,85.0
14110,Village_14110,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.47,1129.0,4.11,,,0.018,1.05,unsafe,,,60.0
14111,Village_14111,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.21,1231.0,2.08,,,0.047,0.39,unsafe,,,75.0
14112,Village_14112,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.09,1235.0,1.44,,,0.052,0.79,unsafe,,,75.0
14113,Village_14113,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.03,1350.0,4.53,,,0.088,1.75,unsafe,,,55.0
14114,Village_14114,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.05,1348.0,1.12,,,0.005,1.49,unsafe,,,85.0
14115,Village_14115,Rajasthan,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.95,369.0,2.9,,,0.054,2.2,unsafe,,,85.0
14116,Village_14116,Bihar,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.13,1472.0,4.02,,,0.099,2.31,unsafe,,,55.0
14117,Village_14117,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.38,635.0,1.8,,,0.049,1.55,unsafe,,,70.0
14118,Village_14118,Gujarat,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.51,354.0,3.41,,,0.022,0.54,unsafe,,,90.0
14119,Village_14119,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.55,1326.0,3.23,,,0.061,2.16,unsafe,,,70.0
14120,Village_14120,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.88,1350.0,1.79,,,0.013,0.91,unsafe,,,75.0
14121,Village_14121,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.5,544.0,1.5,,,0.058,1.89,unsafe,,,70.0
14122,Village_14122,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.4,706.0,4.19,,,0.028,2.99,unsafe,,,55.0
14123,Village_14123,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.74,1441.0,3.1,,,0.076,2.92,unsafe,,,70.0
14124,Village_14124,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.95,410.0,4.54,,,0.053,2.71,unsafe,,,70.0
14125,Village_14125,Tamil Nadu,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.23,1198.0,3.46,,,0.034,0.45,unsafe,,,75.0
14126,Village_14126,Bihar,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.62,768.0,3.38,,,0.077,1.07,unsafe,,,75.0
14127,Village_14127,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.88,427.0,4.23,,,0.015,2.15,unsafe,,,70.0
14128,Village_14128,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.69,793.0,4.59,,,0.055,0.71,unsafe,,,60.0
14129,Village_14129,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.38,743.0,4.29,,,0.065,1.6,unsafe,,,55.0
14130,Village_14130,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.24,683.0,2.57,,,0.036,0.9,unsafe,,,75.0
14131,Village_14131,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.01,317.0,1.59,,,0.029,2.75,unsafe,,,85.0
14132,Village_14132,Uttar Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.14,814.0,2.9,,,0.045,0.63,unsafe,,,75.0
14133,Village_14133,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.32,1160.0,1.55,,,0.012,2.07,unsafe,,,70.0
14134,Village_14134,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.52,954.0,4.11,,,0.024,1.91,unsafe,,,55.0
14135,Village_14135,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.27,277.0,4.54,,,0.009,0.92,safe,,,85.0
14136,Village_14136,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.36,295.0,4.66,,,0.085,0.33,unsafe,,,75.0
14137,Village_14137,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.0,822.0,4.49,,,0.088,1.36,unsafe,,,60.0
14138,Village_14138,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.11,1047.0,2.39,,,0.022,2.16,unsafe,,,70.0
14139,Village_14139,Maharashtra,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.89,1395.0,3.5,,,0.098,2.26,unsafe,,,70.0
14140,Village_14140,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.91,1311.0,4.23,,,0.084,2.65,unsafe,,,55.0
14141,Village_14141,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.25,1278.0,4.98,,,0.053,0.69,unsafe,,,60.0
14142,Village_14142,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.04,557.0,2.52,,,0.007,0.92,unsafe,,,85.0
14143,Village_14143,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.54,699.0,2.03,,,0.068,0.51,unsafe,,,75.0
14144,Village_14144,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.64,1306.0,1.58,,,0.082,2.64,unsafe,,,70.0
14145,Village_14145,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.04,488.0,1.57,,,0.074,0.5,unsafe,,,90.0
14146,Village_14146,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.33,1232.0,3.27,,,0.021,1.65,unsafe,,,70.0
14147,Village_14147,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.96,399.0,1.45,,,0.0,0.26,safe,,,100.0
14148,Village_14148,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.89,1228.0,3.52,,,0.027,2.48,unsafe,,,70.0
14149,Village_14149,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.27,1089.0,1.54,,,0.07,0.82,unsafe,,,75.0
14150,Village_14150,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.44,239.0,2.88,,,0.034,1.02,unsafe,,,90.0
14151,Village_14151,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.21,1481.0,4.67,,,0.013,1.23,unsafe,,,60.0
